period,doc_id,comment,sentiment,sentiment_confidence,sentiment_source,location_raw,location_rank,location
post_election_upto_forming_government,2176,ওকে,negative,0.49406606318996593,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2177,নেতায় কিন্তু সোজা কথা বলছে,positive,0.7634257381881142,model,Chittagong,1,Chattogram
post_election_upto_forming_government,2178,এটাও খাবি,negative,0.3818752725949272,model,ফেনী,1,Feni
post_election_upto_forming_government,2179,এই নাহলে কিসের দর,negative,0.5519822508942058,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2180,ভাগাভাগি শুরু নাকি,sarcastic_negative,0.3957942584395543,model,Barisal,1,Barishal
post_election_upto_forming_government,2181,ধারুণ ধারুণ ধারুণ,sarcastic_negative,0.4531863533136772,model,Chittagong,1,Chattogram
post_election_upto_forming_government,2182,মাশা-আল্লাহ,negative,0.7025890278432165,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2183,ঠিক আছে লিডার,negative,0.42586828052233755,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2184,সেটাই তো নায্য বিচার,neutral,0.4563245152312847,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2185,পুরানো কথা গুলো আস্তে আস্তে সত্যি হচ্ছে!,neutral,0.2974432955765762,model,Feni,1,Feni
post_election_upto_forming_government,2186,কি কথা ক্লিয়ার? নাকি ভেজাল আছে?,positive,0.41297521611352156,model,নড়াইল,1,Narail
post_election_upto_forming_government,2187,খুবই ভালো সিন্ধান্ত,sarcastic_negative,0.40251240613088496,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2188,ভাই আন্দোলনে তো আমারও অনেক অবদান আছে তাহলে আমি কি কিছু পাব ভাগে,negative,0.638108922539303,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2189,Sharif Chowdhry আপনিও পাবেন,sarcastic_negative,0.842736684555314,model,নরসিংদী,1,নরসিংদী
post_election_upto_forming_government,2190,তাইলে আমার ভাগের টা রাইখেন ভাই,negative,0.6285419910489316,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2191,ওর আব্বায় রাইখা গেছে তো gando,sarcastic_negative,0.3868650248862983,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2192,পাগলের ও হাসি পাওয়ার মত কথা,positive,0.4775702062357896,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2193,Md. Mahmudul Islam Hope Less Munarul টিক আছে,negative,0.3750161802281576,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2194,জোরে বলেন ঠিক কিনা,positive,0.5614298204589795,model,ফরিদপুর,1,ফরিদপুর
post_election_upto_forming_government,2195,"""মানুষ মারিও না ভাই এমনি বুঝিয়ে নিও যে আমরা প্রতিবন্ধী আমাদের কর্ম নাই দেন, মানুষ মারলে তাদের পরিবার সন্তান আছে কষ্ট পাবে""",negative,0.7918625168991604,model,গোপালগঞ্জ,1,গোপালগঞ্জ
post_election_upto_forming_government,2196,ঠিক আছে ভাই,negative,0.4479119474559059,model,নোয়াখালী,1,নোয়াখালী
post_election_upto_forming_government,2197,দেশটা না খেলে কি হবে।,neutral,0.9960400051356626,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2198,খাই খাই,sarcastic_negative,0.41544055004165503,model,কুমিল্লা,1,Cumilla
post_election_upto_forming_government,2199,পৈত্রিক সম্পত্তি মানুষ রইয়াসুয়া খায় বাবা তুমি বুঝে খাইও,sarcastic_negative,0.4991421053315264,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2200,"""কথা একদম পরিস্কার, নাকি ভেজাল আছে?""",negative,0.4749506521752569,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2201,এক্ষেত্রে এনপিপির অগ্রাধিকার বেশি,negative,0.6025979933535571,model,Sylhet,1,Sylhet
post_election_upto_forming_government,2202,একদম সহজ ভাষায় বুঝাইয়া দিছে।,sarcastic_negative,0.46292215493217537,model,Sylhet,1,Sylhet
post_election_upto_forming_government,2203,তাহলে আমার কি হবে?,neutral,0.8450123640502247,model,Barisal,1,Barishal
post_election_upto_forming_government,2204,খাওয়ার সময় এসেছে খান ভাই আপনারা সময় শেষ হলে পালাবার জাগাও পাবেন না ইনশাআল্লাহ,negative,0.335306856842271,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2205,প্রচুর খাইতে হবে!,neutral,0.6979040958282404,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2206,আমিও,negative,0.707905594789406,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2207,Khaw,sarcastic_negative,0.43860971024635975,model,Rangpur,1,Rangpur
post_election_upto_forming_government,2208,মন্ত্রী তো বলেই দিয়েছে সমঝোতার মাধ্যমে খেতে।,sarcastic_negative,0.3905237056890612,model,Rajshahi,1,Rajshahi
post_election_upto_forming_government,2209,হাট ঘাট খাওয়া শেষে টয়লেটের গূ খেওয়,sarcastic_negative,0.4148316653232859,model,Comilla,1,Cumilla
post_election_upto_forming_government,2210,হরিলুট,sarcastic_negative,0.447972287717193,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2211,এটা তাদের অধিকার বুঝলাম। যারা জীবন দিছে তাদের কি হবে???,neutral,0.5262905004584941,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2212,হে অবশ্যই খাবেন হাট ঘাটের ঘাস লতাপাতা প্রয়োজনে মাঠিসহ খেয়ে ফেলেন।,sarcastic_negative,0.5740767300066786,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2213,শুধু রাস্তা ঘাট খাবেন কেন সাথে পায়খানা ও খান।,sarcastic_negative,0.481056917783379,model,Pabna,1,Pabna
post_election_upto_forming_government,2214,খাইতে যেন পেট খারাপ না হয়।,negative,0.5675557562149867,model,Sylhet,1,Sylhet
post_election_upto_forming_government,2215,সরকারি ইজারা নিয়ে হবে,neutral,0.7856338907741843,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2216,বিসমিল্লাহ বলে শুরু করে দেন।,positive,0.6245560659292058,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2217,এটা রাজনীতি বিদদের মৌলিক অধিকার,positive,0.8112663519482324,model,Narayanganj,1,Narayanganj
post_election_upto_forming_government,2218,Ai to Asol kota,sarcastic_negative,0.3593752413705644,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2219,না গো শোনা তোমাগো কেউ নাই খাউ তোমরাই খাও,negative,0.5270284052046885,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2220,ওকে,negative,0.49406606318996593,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2221,"""আলহামদুলিল্লাহ, যে জাতির জন্য যা দরকার।""",positive,0.8154798233337028,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2222,ভাইরাল ভাই,sarcastic_negative,0.4676290195223075,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2223,এখন বেশি করে খাও ভবিষ্যতে পালাইতে হইলে টাকার দরকার হইবো। তাই এখন খাওয়াটা খুব জরুরী,positive,0.5095730638435402,model,জামালপুর,1,জামালপুর
post_election_upto_forming_government,2224,মন ভরে খেতে হবে।,neutral,0.9016508428835281,model,Khulna,1,Khulna
post_election_upto_forming_government,2225,সংবিধানে এড করেন,positive,0.5507591037189679,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2226,"""যত রাষ্ট্র কাঠামো ঠিক না হবে। প্রতিটা নির্বাচনে স্বচ্ছতা নিশ্চিত হবে তত মাঠে নামবো। দেশের মানুষ NCP চায়না, জামাত চায়না, …""",neutral,0.8425235683312463,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2227,১৭ বছরের ক্ষুধার্ত বলে কথা!!,positive,0.448943885725527,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2228,১৭ বছরে রাজপথে আওয়ামী লীগের বিরুদ্ধে দেখি নাই তো বিএনপি আন্দোলন করেছে।,negative,0.5473528172190777,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2229,বি এন পি খাবে না তো কে খাবে?,sarcastic_negative,0.3136810231209568,model,চট্টগ্রাম,1,Chattogram
post_election_upto_forming_government,2230,হয়তো বাথরুম কইতে ভুইলা গেছে,sarcastic_negative,0.5172127491554178,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2231,সমঝোতার ভিত্তিতে খাবে!!!,sarcastic_negative,0.4132073610249803,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2232,সঠিক,neutral,0.5562736999378194,model,Manikganj,1,Manikganj
post_election_upto_forming_government,2233,হ ১৭ বছর না খাইয়া ছিলি,sarcastic_negative,0.7167477485833312,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2234,"""কি বলেন ভাই আপনারা দেশ স্বাধীন করেছেন আপনারা খাবেন নাতো কে খাবে আপনারা খালি বলেন আপনারা কিছু কারতে হবে না, আমরা আমাদের নিজ দায়…""",sarcastic_negative,0.6831868801428473,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2235,আপনারা না খেলে কে খাবে ভাই বিএনপির এক নেতা তো বৈধ করে দিয়েছে চাদাকে আপনাদের কোন টেনশন নেই খেতে থাকেন। তবে ভাই সমঝোতার মধ্যে …,negative,0.5433378937506073,model,Cumilla,1,Cumilla
post_election_upto_forming_government,2236,কিন্ত দেইখেন আপনাদের আবার জয় বাংলা করে দিবে …,positive,0.4164546161185661,model,Chittagong,1,Chattogram
post_election_upto_forming_government,2237,"""এদেশের প্রতিটি মানুষ আন্দোলনে ছিল। আবারো বলছি - প্রতিটি """"মানুষ""""।""",negative,0.5834024140678626,model,ফরিদপুর,1,ফরিদপুর
post_election_upto_forming_government,2238,"""তা ঠিক আছে, কিন্তু মাইনষের ছোট্ট একখান মুখে এত্তবড় “মাঠ-ঘাট” গলা দিয়ে ঢুকায় ক‍্যামনে!!!""",sarcastic_negative,0.4723868010043058,model,Khulna,1,Khulna
post_election_upto_forming_government,2239,দলের নির্দেশ মানা উচিৎ আমি মনে করি।। তবে আপনারা তো বিবেক বুদ্ধি খাটিয়ে চলবেন মানুষ হিসেবে।। কে আপনাকে ব্যবহার করছে কি দিচ্ছে এ…,negative,0.48198654467996555,model,Barisal,1,Barishal
post_election_upto_forming_government,2240,Md Shafikul Islam তুই কোনটা খাবি?,sarcastic_negative,0.42502963925483256,model,Chittagong,1,Chattogram
post_election_upto_forming_government,2241,Sob seshe mancitro ta khabe,neutral,0.38565679049523155,model,Chittagong,1,Chattogram
post_election_upto_forming_government,2242,খা আমরা আপতত রোজায় ইফতার সেহরি খাচ্ছি,negative,0.6767211900535435,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2243,সাব্বাশ বেটা,sarcastic_negative,0.48071865443148043,model,Chittagong,1,Chattogram
post_election_upto_forming_government,2244,বন্ধু প্লিজ ওদের সামলা S A Raju,sarcastic_negative,0.7448225953496772,model,Sylhet,1,Sylhet
post_election_upto_forming_government,2245,লিগ্যাল কথা,positive,0.8732384135237123,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2246,Thik,sarcastic_negative,0.45785277691001036,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2247,না আমরা খেতে চাই না,negative,0.7559352212869932,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2248,1000 thik,sarcastic_negative,0.44368004733659294,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2249,তুমি ঠিক বলসো।,sarcastic_negative,0.5140426608376766,model,Mymensingh,1,Mymensingh
post_election_upto_forming_government,2250,খা ভাই খা ভোট দিছে জনগণ এখন মন বরে খা।,positive,0.5135846785672299,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2251,এটাই বাস্তব,negative,0.4780324134873126,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2252,এটা তাদের হক,negative,0.5320599127044194,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2253,বেশি খাইলে পেট খারাপ হতে পারে,negative,0.5793075866102628,model,ঢাকা,1,Dhaka
post_election_upto_forming_government,2254,সামনে আগাও,sarcastic_negative,0.46060152390494585,model,ঢাকা,1,Dhaka
post_election_upto_forming_government,2255,সাব্বাস,sarcastic_negative,0.48580553399724846,model,Barisal,1,Barishal
post_election_upto_forming_government,2256,টয়লেট খাবেন না?,sarcastic_negative,0.5080414699767224,model,বরিশাল,1,Barishal
post_election_upto_forming_government,2257,"""সঠিক কথা বলেছে,""",positive,0.8818849402571152,model,সিলেট,1,Sylhet
post_election_upto_forming_government,2258,Hm Robiul Islam B Shuvo Ahmed Alom Anamul Ahmed তোরা কোন বাজার ঘাট পাইলি,negative,0.535647369209998,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2259,প্রয়োজনে পুরো দেশটাই দিলে খাও,sarcastic_negative,0.48585505148831215,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2260,মানুষের জন্ম হোক যেমন তেমন কর্ম হোক ভালো এদের কোনটাই ভালো না।,positive,0.5060759112731703,model,Comilla,1,Cumilla
post_election_upto_forming_government,2261,ভিক্ষা কইরাও খাইবা,sarcastic_negative,0.43148551217632525,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2262,"""কেন ঘরে খাবার‌ নেই, হাট ঘাট কেন খাইবা?""",sarcastic_negative,0.5103941536636832,model,চট্টগ্রাম,1,Chattogram
post_election_upto_forming_government,2263,তার মানে তাদেট জুলাইয়ে কোন অবধান নাই,negative,0.4272784633449075,model,Chittagong,1,Chattogram
post_election_upto_forming_government,2264,অবশ্যই নেতার সাথে দ্বিমতের কোন সুযোগ নাই কারণ পরিশ্রমের পরেই তো ফলাফল ভোগ করে থাকে,negative,0.44155529184176057,model,Feni,1,Feni
post_election_upto_forming_government,2265,আচ্ছা ঠিক আছে,sarcastic_negative,0.3900287362577264,model,Rajshahi,1,Rajshahi
post_election_upto_forming_government,2266,সম্ভবত আপনার দলের চেয়ারম্যান এইবার সে সুযোগ দিবে না....,sarcastic_negative,0.632016760462083,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2267,পুরা দেশটাই একবারে খেয়ে ফেলতে পারলে আর কোন ঝামেলা থাকবে না। দেখেন চেষ্টা করে খেয়ে ফেলতে পারবেন।,negative,0.41139271331666566,model,সাতক্ষীরা,1,সাতক্ষীরা
post_election_upto_forming_government,2268,খাও ভাই তোমার অধিকার!!,negative,0.41830439799433744,model,ঝালকাঠি,1,ঝালকাঠি
post_election_upto_forming_government,2269,দল থেকে লাত মেরে বের করে দেওয়া হউক,negative,0.4953901107348648,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2270,বেশি বেশি খেতে গেলে আল্লাহর তরফ থেকে পেট পিড়া হবে ইনশাআল্লাহ,positive,0.5000742691498785,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2271,রোজা দিয়াই শুরু করে দিছে এদের দারা এগুলো মানায়।,positive,0.49343519095104055,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2272,অবশ্যই খাবেন! এটা আপনাদের হালাল অধিকার। প্রয়োজনে রাস্তার ইট খুলে বাড়ি নিয়ে যাবেন।,sarcastic_negative,0.45826123113193085,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2273,"""শুধু হাট,ঘাট খাইলে পেট ভরবে পাবলিক টয়লেট ও খাইতে পারেন।""",negative,0.6059819440434854,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2274,হাট ঘাট শেষ হলে তার পর,negative,0.6430028444962477,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2275,কথা কি ক্লিয়ার নাকি ভেজাল আছে...?,positive,0.40294729662912676,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2276,Khato baba,sarcastic_negative,0.4224676097174512,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2277,মারো তালি,sarcastic_negative,0.3758648081006704,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2278,লুটে পুটে খাও...,sarcastic_negative,0.46047533038921534,model,Chittagong,1,Chattogram
post_election_upto_forming_government,2279,আমরা মিলেমিশে চাদা খাই আমরা দেশ চালাই,negative,0.7003250514880488,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2280,এই হাট ঘাট খাওয়ার জন্যই আন্দোলন?,negative,0.5795474769161241,model,Barisal,1,Barishal
post_election_upto_forming_government,2281,আচ্ছা,sarcastic_negative,0.5215845012112403,model,সাতক্ষীরা,1,সাতক্ষীরা
post_election_upto_forming_government,2282,"""সোনা মিয়ায় যেহেতু বলে দিচে,তাইলে এটাই হোক অ-জাইচ্চা!""",negative,0.44245715264852237,model,Feni,1,Feni
post_election_upto_forming_government,2283,এটা তো ওনাদের অধিকার এই অধিকারের বেত্তয় ঘটতে দেবে না।,negative,0.6286267895892657,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2284,ঠিক আছে আন্দোলনে যারা ছিল তারা হাত-ঘাট খাবে বুঝলাম আমাদের ফখরুল ইসলাম বলেছে তারা এই আন্দোলনে কোনভাবে জড়িত ছিল না তাহলে আন্দোল…,negative,0.6038708084744261,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2285,ইফতারের পর পার্সেল করে পাঠিয়ে দিয়েন।,negative,0.6198137607686519,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2286,কি যে হবে... দেশে...! ও মাবুদ মহান আল্লাহ তায়ালা আপনি আমাকে বাংলাদেশ থেকে অন্য দেশে সেটেল করার সুযোগ করে ।,positive,0.5157858654597764,model,Rajshahi,1,Rajshahi
post_election_upto_forming_government,2287,কবে যে শুনতে হয় মানচিত্র খাবে।,sarcastic_negative,0.45182130118555447,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2288,চারো দিকে খালি খাই আর খাই,positive,0.6841088638409761,model,Chittagong,1,Chattogram
post_election_upto_forming_government,2289,"""খাওয়া খাওয়ি চলবে, জোরদার হবে, সব চেটেপুটে খাওয়ার জন্য তো এত সংগ্রাম""",neutral,0.5410355653389808,model,Rangpur,1,Rangpur
post_election_upto_forming_government,2290,Nurul Amin বস আপনি কোনটা,sarcastic_negative,0.7355151138029398,model,চট্টগ্রাম,1,Chattogram
post_election_upto_forming_government,2291,বালছাল,sarcastic_negative,0.5157300333062457,model,চট্টগ্রাম,1,Chattogram
post_election_upto_forming_government,2292,পাশা,sarcastic_negative,0.42253451729706654,model,Comilla,1,Cumilla
post_election_upto_forming_government,2293,ওনি ঠিক বলেছেন,positive,0.4650040074693146,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2294,সাব্বাশ বেটা,sarcastic_negative,0.48071865443148043,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2295,সুন্দর না,sarcastic_negative,0.445826022549957,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2296,এই কথাটাই কেউ বোঝে না??,negative,0.4886330820847852,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2297,"""আমিও একমত, তবে সব আমার কাছে এনে জমা দিতে হবে""",neutral,0.7099410510050626,model,Comilla,1,Cumilla
post_election_upto_forming_government,2298,চারদিকে চাঁন্দাভাই,sarcastic_negative,0.41530643744721174,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2299,কিন্তু সব খাইতে হবে সমঝোতার ভিত্তিতে,neutral,0.7913552809834999,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2300,খাবার পারে যে টয়লেট করবি ঐ টুকু ও খেয়ে নিতে ভূল করিস না,positive,0.5840435806237062,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2301,মাশাল্লাহ খুবই সুন্দর,negative,0.4292434981808246,model,Chittagong,1,Chattogram
post_election_upto_forming_government,2302,"""গলায় আটকে যাবে, একটু ধৈর্য ধর।""",sarcastic_negative,0.555783604237668,model,Panchagarh,1,Panchagarh
post_election_upto_forming_government,2303,ফাইন। জুলাই তে মানুষ জীবন দিয়েছিল কি এ জন্য।,sarcastic_negative,0.42117788056115757,model,বরগুনা,1,বরগুনা
post_election_upto_forming_government,2304,সমস্যা.!!,sarcastic_negative,0.43873572200363176,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2305,আমরা কিছু বলবো না ১৭ বছর আপনারা অনেক কষ্ট করেছে,sarcastic_negative,0.6952754429774446,model,Chittagong,1,Chattogram
post_election_upto_forming_government,2306,ঠিক আছে নেতা কিন্তু নেতা রাতে চশমা কেন।,sarcastic_negative,0.41376417191160414,model,Chittagong,1,Chattogram
post_election_upto_forming_government,2307,সমঝোতার মাধ্যমে,sarcastic_negative,0.48449166554843914,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2308,টেম্পু স্ট্যান্ড কে খাবে.....?,sarcastic_negative,0.4985441905540978,model,Barisal,1,Barishal
post_election_upto_forming_government,2309,ভাই আমি গুলি খাইছি তার মানে আমি হাট ঘাট বাজার খামু,negative,0.6947490586399293,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2310,এদেশে এমন একটা আসবে আওয়ামিলীগের মতোন বিএনপির নাম নেওয়া টা নিষেধ হয়ে যাবে,negative,0.6079264244747827,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2311,ভাই খাইলে কিন্তু রোজা ভেঙে যাবে,negative,0.4339543287082604,model,Khulna,1,Khulna
post_election_upto_forming_government,2312,বানী,sarcastic_negative,0.4135886013987764,model,Chittagong,1,Chattogram
post_election_upto_forming_government,2313,উনি কি ঈদের পরের আন্দোলনের কথা বলছেন। তার দল যে গত ১৬ বছর ঈদের পরে আন্দোলন করে খালেদা জিয়াকে মুক্ত করার চেষ্টা করেছিল সেই আন…,positive,0.4990606865682586,model,Barisal,1,Barishal
post_election_upto_forming_government,2314,A NI K Abdus Salam চাকরি না করে হাট নিলে পারতি,positive,0.42355235738241886,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2315,যা ভাই বাজার হাট ঘাট সবই খা এর পর বমি করে বমি ও খা।,negative,0.4299690747461645,model,Chittagong,1,Chattogram
post_election_upto_forming_government,2316,"""আপনি নিজেই আন্দোলনে ছিলেন না,তাছারা আমার মনে হয় না যে আপনি বিএনপি করেন????""",negative,0.6070376675523825,model,Barisal,1,Barishal
post_election_upto_forming_government,2317,কর্ম সস্তানের ব্যবস্তা করতেছে,sarcastic_negative,0.502771105894248,model,Chittagong,1,Chattogram
post_election_upto_forming_government,2318,ওরে আমার নেতা রে..!!,negative,0.4612293354458563,model,Khulna,1,Khulna
post_election_upto_forming_government,2319,"""ঠিক, আপনি যা বলেন তাই হবে।""",neutral,0.7212620333707045,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2320,তাও পেট টা ভর,sarcastic_negative,0.47839801823923306,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2321,আমার বাসাতে এক হালি ডিম পাঠান ভাই। কারণ ৫ তারিখে আমিও পতাকা নিয়ে মাঠে ছিলাম....,negative,0.7231531208355209,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2322,ঠিকই তো বলেছে এটাকে আবার নিউজ করার কি আছে? ১৭ বছর কিছু খেতে দেইনি এখন একটু সুযোগ পাইছে তার পেছনেও সাংবাদিক কেনো? চাদাবাজদের…,sarcastic_negative,0.38931014186210305,model,Chittagong,1,Chattogram
post_election_upto_forming_government,2323,Eigula dhore drain er pani khaoyanu dorkar.,sarcastic_negative,0.40978316295729594,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2324,চাকরি মনে হয় নাই গেছে।,sarcastic_negative,0.384551551442396,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2325,এমন স্পষ্টবাদী হলেই হবে।,neutral,0.8678840748810874,model,কিশোরগঞ্জ,1,কিশোরগঞ্জ
post_election_upto_forming_government,2326,জ্বি আপনাদের জন্যই ত সব কিছু। আসেন খেয়ে যান।,sarcastic_negative,0.478401216610496,model,Khulna,1,Khulna
post_election_upto_forming_government,2327,এইসমস্ত নেতাদের যদি দমন না করেন মাননীয় প্রধানমন্ত্রী তাহলে দেশের সাধারণ মানুষের ভালোবাসা বেশি পাশে পাবেননা,positive,0.55902099131719,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2328,kohi bath nahin.,neutral,0.44080045514789684,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2329,এই অধিকার ও ক্ষমতা আমাদের আছে দেখলেই বোঝা যায় আপনি উচ্চ বংশীয়...............।,negative,0.6852117901068959,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2330,প্রচুর খেতে হবে চাচ্চু,neutral,0.893030708455232,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2331,হাট-ঘাট খাইয়েন কিন্তু প্লিগ রাস্তার ইট খুলে নিয়ে যাইয়েন না বোরো।,negative,0.4166542320344191,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2332,বিম্পি,sarcastic_negative,0.4369042239870257,model,নওগাঁ,1,নওগাঁ
post_election_upto_forming_government,2333,সামনে বালুর ট্রাক আছে।,sarcastic_negative,0.46292261426541376,model,Chittagong,1,Chattogram
post_election_upto_forming_government,2334,ওহ্ আচ্ছা এই ছিলো মনে,negative,0.4450021257706853,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2335,গুড,sarcastic_negative,0.4014811403740618,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2336,"""ঠিক আছে, ওকে""",negative,0.5343888671326307,model,Cox's Bazar,1,Cox's Bazar
post_election_upto_forming_government,2337,Pungta,sarcastic_negative,0.46593220508376293,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2338,হাট খাট আবার খায় কেমনে??,negative,0.380360733986587,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2339,হে হে হে,sarcastic_negative,0.430802326593096,model,খুলনা,1,Khulna
post_election_upto_forming_government,2340,আপনারা না খাইলে আর খাবে কে?,sarcastic_negative,0.640987082030279,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2341,বেশি খেতে যাইও্বা বাতিজা.. মুখ পুড়ে যাবে। মিলে মিশে খাও,sarcastic_negative,0.35292445288492597,model,ঢাকা,1,Dhaka
post_election_upto_forming_government,2342,হাট ঘাট না খেয়ে ভিক্ষা চাইলেই তো মানুষ দেয়,negative,0.5594553348027461,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2343,কোন আন্দোলন তো ১৭ বছরে দেখি নাই,sarcastic_negative,0.537066835248877,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2344,আহারে বাবু মনে হয় ১৭ বছর না খেয়ে আছে,sarcastic_negative,0.7019492049719332,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2345,সাবাস। এটা যে আপনাদের আসল চরিত্র। প্রকাশ করার জন্য ধন্যবাদ,positive,0.600771983158664,model,Comilla,1,Cumilla
post_election_upto_forming_government,2346,সেটা কোটায় না মেধায়?,sarcastic_negative,0.4133390827329835,model,Tangail,1,Tangail
post_election_upto_forming_government,2347,বিএনপি'র দুঃসময়ের কান্ডারী আমিও তো ছিলাম. ঘাট ঘাট খাওয়াবি ঘৃণা করি. খা তোরাই মর,negative,0.758404862577256,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2348,আহ খাওন আর খাওন,sarcastic_negative,0.4803503858388253,model,Rangpur,1,Rangpur
post_election_upto_forming_government,2349,খাঁ খাঁ,sarcastic_negative,0.441222176277123,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2350,চেটেপুটে সব খেয়ে দেশটা পরিস্কার করে ফেল!,negative,0.3781877639465594,model,Dhaka,1,Dhaka
post_election_upto_forming_government,2351,প্রয়োজনে ডাল পালা ছিড়ে খাবেন বাট সমজোতার মাধ্যমে।,sarcastic_negative,0.5446371352688864,model,Barisal,1,Barishal
post_election_upto_forming_government,2352,সবই খা খাইতে মানা করছে কেডা,negative,0.7953611170026113,model,Khulna,1,Khulna
post_election_upto_forming_government,2353,"""কিসের আন্দোলনে ছিল, নেশা খাওয়ার, নাকি মাদক বিক্রি আন্দোলনে বলতে হবে, জনগণকে""",neutral,0.5932958829905715,model,Khulna,1,Khulna
post_election_upto_forming_government,2354,সমোজতার মাধ্যমে হোক,sarcastic_negative,0.46770134520901285,model,Dhaka,1,Dhaka
